"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010632","regulation of epithelial cell migration","75/3451","225/23210",2.72601707264987e-12,8.01578829695854e-10,5.02024397238878e-10,"Ptgs2/Hbegf/Epha2/Thbs1/Serpine1/Meox2/Hmox1/Mmrn2/Nr2f2/Jun/Nfe2l2/Tacstd2/Anxa1/Snai2/Fgf7/Wnt5a/Map2k3/Rock2/Fgfbp1/Zc3h12a/Adam17/Angpt2/Ptpn23/Ceacam1/Adamts9/Hspb1/Patz1/Rtn4/Adora2b/Pik3c2a/Glipr2/Tek/Arf6/Slit2/P2rx4/Dnaja4/Angpt1/Srpx2/Strap/Ccbe1/Nrp1/Sirt1/Dll4/Iqsec1/Bcar1/Rreb1/Hif1a/Bcas3/Rhoj/Kdr/Prkd2/Spred1/Mef2c/Dock1/Acvrl1/Adgra2/Ppm1f/Mmp9/Pik3r2/Rhob/Plk2/Igf1/Stc1/Mir218-1/Prkce/Rgcc/Fgf18/Hyal1/Plcg1/Atoh8/Hdac7/Ptprm/Fgf2/Map4k4/Tgfb1",75
"GO:0030098","lymphocyte differentiation","111/3451","395/23210",6.99070448571909e-12,1.96216364542343e-09,1.22889226222641e-09,"Tnfaip3/Clec4d/Ptger4/Flt3l/Clec4e/Bcl3/Ptpn2/Hsp90aa1/Stat3/Nfkbiz/Ahr/Gadd45g/Srf/Mir19a/Egr1/Anxa1/Lepr/Jmjd6/Il6/Fzd5/Myb/Fgl2/Shb/Zc3h12a/Mmp14/Dnajb9/Adam17/Mir18/Relb/Adgrg3/Xbp1/Abl2/H2-Oa/Zeb1/Lag3/Tnfsf9/Bcl11b/Patz1/Kit/Cd46/Il18r1/Fzd7/Zfp36l1/Mir20a/H2-DMa/Cebpg/Adrm1/Atm/Lgals1/Card11/Ptpn22/Lfng/Rorc/Prkdc/Tmem98/Nlrp3/Irf1/Dll4/Fnip1/Cd44/Batf/Ly6d/Ms4a1/Il4ra/Mfng/Hlx/H2-Ab1/Itk/Cd8a/Socs5/Il1b/Il1rl2/Cd79a/Cd19/Slamf6/Dcaf1/Itpkb/Cbfb/Fas/Nfam1/Socs1/Il15ra/Ada/Cd3g/Mafb/Ighm/Spn/Cr2/H2-Aa/Cd79b/Tespa1/Dock10/Gas6/H2-M3/Rhoh/Trp53/Zfp36l2/Ikzf3/Rasgrp1/Spi1/Ifna4/Vsir/Hdac7/Bcl11a/Smad7/Vnn1/Mir150/Cyp26b1/Il7r/Il2rg/Tgfb1",111
"GO:0007162","negative regulation of cell adhesion","87/3451","284/23210",9.6062644392273e-12,2.57907317009689e-09,1.61525929289341e-09,"Thbs1/Serpine1/Tnfaip3/Ptpn2/Gtpbp4/Cebpb/Cd80/Tacstd2/Anxa1/Snai2/Fgl2/Zc3h12a/Mmp14/Sdc4/Cblb/Angpt2/Abl2/Pawr/Ceacam1/Cldn7/Plxnd1/Gcnt2/Gpnmb/Lag3/Tnc/Dusp22/Cxcl12/Lgals3/Gnrh1/Bmp6/Arg2/Fzd7/Mmp2/Hfe/Actn4/Lgals1/Angpt1/Postn/Ptpn22/Nat8f3/Col1a1/Irf1/Bmp2/Lamb1/Dusp1/Bcar1/Erbb3/Tarm1/Cd44/Bcas3/Pde5a/Il4ra/Hlx/Plxna2/Plxnc1/Tnfrsf14/H2-Ab1/Rnd1/Ptpn11/Socs5/Acvrl1/Slfn1/Ppm1f/Fzd4/Ccm2l/Cbfb/Adipoq/Ubash3b/Socs1/Cd276/Havcr2/Spn/Lrrc32/H2-Aa/Ccl25/Fbln1/Rgcc/H2-M3/Tigit/March7/Lax1/Efna5/Jag1/Vsir/Smad7/Cdh13/Tgfb1",87
"GO:0045766","positive regulation of angiogenesis","64/3451","185/23210",1.7370671571802e-11,4.46932903982823e-09,2.79911611205266e-09,"Adm/Ptgs2/Thbs1/Serpine1/F3/Hmox1/Stat3/Mir27a/Nfe2l2/Anxa1/Wnt5a/Sphk1/Fgfbp1/Zc3h12a/Angpt2/Xbp1/Aplnr/Hspb1/Cd34/Ramp2/Cxcr2/Lgals3/Rtn4/C6/Tie1/Ptgis/Pik3c2a/Tek/Mir23a/Srpx2/Epha1/Notch4/Ccbe1/Nrp1/Sirt1/Il1a/Vegfd/Hif1a/Jmjd8/Itga5/Rhoj/Kdr/Prkd2/Cysltr1/Cx3cl1/Mir24-2/Acvrl1/Il1b/Mmp9/Hk2/Rhob/Adm2/Plk2/C5ar1/Cx3cr1/Fgf18/Prkcb/Hc/Hyal1/Plcg1/Hdac7/Erap1/Fgf2/Sfrp2",64
"GO:0050714","positive regulation of protein secretion","90/3451","302/23210",2.25042003010466e-11,5.55853747435851e-09,3.48128134341243e-09,"Casp4/Ptger4/Clec4e/Ccl3/Gja1/Clec4n/Tlr2/Arid5a/Mmp8/Irs2/Hspd1/Clec5a/Lepr/Il6/Fzd5/Wnt5a/Egfr/Adrb1/Cftr/Dynll1/P2rx7/Xbp1/Glrx/Ptpn23/Adcy8/Abl2/Ceacam1/F2rl1/Cd34/Tnf/Hcar2/Zfp384/Tek/Ezr/Mapk3/Arf6/Tlr4/Postn/Ptpn22/Trim16/Il17ra/Nlrp3/Myh10/Sirt1/Il1a/Unc93b1/Glp1r/Clec9a/Atp13a2/Hif1a/Lrrk2/Il33/Lrrfip2/Il4ra/Serp1/Oga/Tnfrsf14/Tm7sf3/Ano1/Gapdh/Il1b/Ifih1/Cd276/Exoc1/Pfkfb2/Havcr2/Frmd4a/Hyal2/Cd2/Cd84/Igf1/Cd14/Ddx58/Mcu/Prkce/Lilra5/Tlr1/Rgcc/Cacna1d/Osm/Rasgrp1/Hc/Aacs/Sec24a/Ankrd1/Vamp8/Oxct1/Arrb1/Tgfb1/Abcg1",90
"GO:0010594","regulation of endothelial cell migration","57/3451","157/23210",2.4549451684651e-11,5.8304947751046e-09,3.65160669997602e-09,"Ptgs2/Epha2/Thbs1/Meox2/Hmox1/Mmrn2/Nr2f2/Nfe2l2/Anxa1/Snai2/Wnt5a/Map2k3/Rock2/Fgfbp1/Zc3h12a/Adam17/Angpt2/Ceacam1/Adamts9/Hspb1/Patz1/Adora2b/Pik3c2a/Tek/Slit2/P2rx4/Dnaja4/Angpt1/Srpx2/Ccbe1/Nrp1/Sirt1/Dll4/Bcar1/Hif1a/Bcas3/Rhoj/Kdr/Prkd2/Spred1/Mef2c/Acvrl1/Adgra2/Pik3r2/Rhob/Plk2/Igf1/Stc1/Mir218-1/Rgcc/Fgf18/Plcg1/Atoh8/Hdac7/Ptprm/Fgf2/Tgfb1",57
"GO:0002793","positive regulation of peptide secretion","96/3451","331/23210",2.68153934139687e-11,6.13277979004654e-09,3.84092613656612e-09,"Casp4/Ptger4/Clec4e/Ccl3/Gja1/Cckar/Clec4n/Tlr2/Arid5a/Lif/Mmp8/Irs2/Hspd1/Clec5a/Lepr/Il6/Fzd5/Wnt5a/Egfr/Adrb1/Cftr/Dynll1/P2rx7/Xbp1/Glrx/Ptpn23/Adcy8/Apln/Abl2/Ceacam1/F2rl1/Cd34/Tnf/Hcar2/Zfp384/S100a9/Tek/Ezr/Mapk3/Hfe/S100a8/Arf6/Tlr4/Postn/Ptpn22/Trim16/Il17ra/Nlrp3/Myh10/Sirt1/Il1a/Unc93b1/Glp1r/Clec9a/Atp13a2/Hif1a/Lrrk2/Il33/Lrrfip2/Il4ra/Serp1/Oga/Tnfrsf14/Tm7sf3/Ano1/Gapdh/Il1b/Ifih1/Cd276/Exoc1/Pfkfb2/Havcr2/Frmd4a/Hyal2/Cd2/Cd84/Igf1/Cd14/Ddx58/Mcu/Prkce/Lilra5/Tlr1/Rgcc/Cacna1d/Osm/Rasgrp1/Hc/Aacs/Sec24a/Ankrd1/Vamp8/Oxct1/Arrb1/Tgfb1/Abcg1",96
"GO:2000377","regulation of reactive oxygen species metabolic process","67/3451","200/23210",3.03973376396632e-11,6.70305549896628e-09,4.19808666579197e-09,"Ptgs2/Gadd45a/Cdkn1a/Thbs1/Gch1/Ptger4/Icam1/Hsp90aa1/Stat3/Birc3/Tlr2/Mmp8/Nfe2l2/Abcd2/Hspd1/Il6/Egfr/Ripk1/Rock2/Zc3h12a/Ier3/Dynll1/Klf2/Sirt5/Nox4/F2rl1/Cd34/Tnf/Arf4/Birc2/Hdac4/Ptgis/Arg2/Nqo2/Eif6/Pid1/Slc25a33/Tlr4/Tlr5/Sirt1/Itgam/Hif1a/Szt2/Tlr6/Clu/Sod2/Smad3/Il1b/Hk2/Cxcl1/Mpv17/Bnip3/Park7/Esr2/Atp2b4/Tspo/Cx3cr1/Igf1/Mmp3/Acp5/H2-M3/Trp53/Pon3/Fyn/Eif5a/Mapt/Tgfb1",67
"GO:0031349","positive regulation of defense response","104/3451","370/23210",3.14799367562789e-11,6.70305549896628e-09,4.19808666579197e-09,"Ptgs2/Serpine1/Pvr/Tnfaip3/Ptger4/Clec4e/Ccl3/Gja1/Nfkbiz/Rela/Tlr2/Cebpb/Bcl10/Mmp8/Tmem173/Myd88/Hexim1/Tnip1/Hspd1/Mapkapk2/Il6/Wnt5a/Egfr/Clock/Optn/F2rl1/Nploc4/Appl2/Npas2/Polr3d/Lag3/Irak2/Tnf/Mill2/Tnip3/Nupr1/Rtn4/Adora2b/Mmp2/S100a9/Mapk3/S100a8/Arf6/Tlr13/Tlr4/Il18rap/Ifi205/Rps6ka3/Tbk1/Ptpn22/Tlr5/Il17ra/Prkdc/Nectin2/Irf1/Ankrd17/Ap1g1/Unc93b1/Tril/Ddx60/Dhx58/Tarm1/Nr1d1/Nfkbia/Lrrk2/Tnip2/Pde5a/Il33/Lrrfip2/Ldlr/Tlr6/Mef2c/Nlrc5/Il1b/Slamf6/Ifih1/Klre1/Cxcl1/Wdfy1/Havcr2/Rab7b/Cd300lf/Park7/Mndal/Hyal2/Ly96/Ednra/Cd14/Pik3ap1/Ddx58/Colec12/Cgas/Prkce/Ptprs/Lilra5/Tlr1/H2-M3/Osm/Lgr4/Rasgrp1/Parp9/Alox5ap/Ifi208/Vamp8",104
"GO:0007159","leukocyte cell-cell adhesion","93/3451","319/23210",3.99910977083455e-11,8.23150094496779e-09,5.15534361334953e-09,"Icam1/Ptpn2/Hsp90aa1/Nr4a3/Nfkbiz/Rela/Cebpb/Bcl10/Cd80/Tnip1/Hspd1/Anxa1/Hsph1/Icos/Il6/Myb/Fgl2/Shb/Zc3h12a/Sdc4/Cblb/Xbp1/Pawr/Ceacam1/Ccl2/Gpnmb/Lag3/Tnfsf9/Dusp22/Cd46/Cxcl12/Tnf/Lgals3/Gnrh1/Arg2/S100a9/H2-DMa/Hfe/S100a8/Ptafr/Lgals1/Card11/Ptpn22/Nlrp3/Irf1/Itgam/Tarm1/Tnfsf13b/Cd44/Nt5e/Hes1/Pde5a/Itga5/Il4ra/Dpp4/Hlx/Tnfrsf14/H2-Ab1/Socs5/Il1b/Olr1/Slfn1/Il1rl2/Itgb7/Itpkb/Cbfb/Nfat5/Socs1/Cd276/Ada/Havcr2/Add2/Spn/Lrrc32/H2-Aa/Tespa1/Cx3cr1/Igf1/Itga4/Ccl25/H2-M3/Thy1/Cd5/Tigit/Rasgrp1/March7/Lax1/Vsir/Smad7/Vnn1/Il7r/Il2rg/Tgfb1",93
"GO:0045785","positive regulation of cell adhesion","112/3451","411/23210",4.54110757262738e-11,9.04559330999163e-09,5.6652051687039e-09,"Thbs1/Ptger4/Icam1/Hsp90aa1/Nr4a3/Mmrn2/Nfkbiz/Rela/Bcl10/Cd80/Hspd1/Anxa1/Hsph1/Icos/Il6/Myb/Tfe3/Shb/Wnt5a/Ccn1/Sdc4/Foxf1/Xbp1/Ptpn23/Pawr/Ceacam1/Ccl2/Gcnt2/Itgav/Tnfsf9/Ecm2/Cd46/Cxcl12/Tnf/Calca/Lims2/Crk/Tek/H2-DMa/Ptafr/Wnt3a/Atm/Egflam/Lgals1/Angpt1/Epha1/Card11/Ptpn22/Nlrp3/Nrp1/Irf1/Hacd1/Tnfsf13b/Cd44/Rreb1/Hes1/Itga5/Kdr/Spp1/Prkd2/Il4ra/Dpp4/Hlx/Tnfrsf14/H2-Ab1/Cx3cl1/Dock1/Abi3bp/Smad3/Socs5/Il1b/Ppm1f/Cass4/Il1rl2/Vav3/Itpkb/Cbfb/Col8a1/Pik3r2/Adam19/Nfat5/Socs1/Cd276/Ada/Ret/Havcr2/Spn/H2-Aa/Tespa1/Igf1/Itga4/Ccl25/Fbln1/P2ry12/Emid1/Prkce/H2-M3/Ccdc80/Thy1/Cd5/Rasgrp1/Hyal1/Vsir/Smad7/Cdh13/Rac3/Vnn1/Map4k4/Il7r/Agr2/Il2rg/Tgfb1",112
"GO:0097193","intrinsic apoptotic signaling pathway","87/3451","292/23210",4.88866305595074e-11,9.26790799422505e-09,5.80443962851615e-09,"Ptgs2/Epha2/Myc/Chac1/Cdkn1a/Atf4/Casp4/Ddit3/Bcl3/Plaur/Hmox1/Mcl1/Ptpn2/Cebpb/Ern1/Nfe2l2/Ddx3x/Hsph1/Aen/Snai2/Mdm2/Ptpn1/Ier3/Skil/Fnip2/Xbp1/Steap3/Rtkn2/Mllt11/Sept4/Pdk2/Trib3/Pdk1/Hspb1/Cxcl12/Tnf/Nupr1/Rnf186/S100a9/S100a8/Ackr3/Atm/Prkdc/Ero1l/Crip1/Sirt1/Nol3/Lgals12/Fbh1/Ddias/Cd44/Hif1a/Lrrk2/Bclaf1/Rrn3/Clu/Mbd4/Usp47/Sod2/Ppm1f/Mmp9/Htra2/Snai1/Sfn/Xpa/Bnip3/Park7/Prkra/Casp12/Shisa5/Bcl2l1/Rpl11/Dnajc10/Plekhf1/Ubb/Trp53/Pmaip1/Zfp622/Polb/March7/Nbn/Rrp8/Dapk2/Pml/Vnn1/Ddit4/Mapt",87
"GO:0010634","positive regulation of epithelial cell migration","53/3451","143/23210",4.95289010217695e-11,9.26790799422505e-09,5.80443962851615e-09,"Ptgs2/Hbegf/Thbs1/Serpine1/Hmox1/Jun/Nfe2l2/Anxa1/Snai2/Fgf7/Wnt5a/Map2k3/Rock2/Fgfbp1/Zc3h12a/Adam17/Hspb1/Rtn4/Adora2b/Pik3c2a/Glipr2/Tek/Arf6/P2rx4/Angpt1/Srpx2/Ccbe1/Nrp1/Sirt1/Iqsec1/Bcar1/Rreb1/Hif1a/Bcas3/Rhoj/Kdr/Prkd2/Dock1/Adgra2/Ppm1f/Mmp9/Rhob/Plk2/Igf1/Prkce/Fgf18/Hyal1/Plcg1/Atoh8/Hdac7/Fgf2/Map4k4/Tgfb1",53
"GO:1903532","positive regulation of secretion by cell","124/3451","472/23210",5.82336740804558e-11,1.03128576630188e-08,6.45888583915297e-09,"Casp4/Ptger4/Clec4e/Ccl3/Gja1/Cckar/Clec4n/Tlr2/Arid5a/Lif/Mmp8/Irs2/Hspd1/Clec5a/Lepr/Il6/Fzd5/Wnt5a/Egfr/Rab3a/Adrb1/Sphk1/Sdc4/Fgfr4/Cftr/Dynll1/Syt10/P2rx7/Xbp1/Glrx/Ptpn23/Adcy8/Apln/Abl2/Ceacam1/F2rl1/Rab3d/Cd34/Cxcl12/Tnf/Lgals3/Rtn4/Adora2b/Bmp6/Hcar2/Zfp384/Tek/Ezr/Mapk3/Hfe/Ptafr/Arf6/Tlr4/Postn/Ptpn22/Trim16/Il17ra/Nlrp3/Myh10/Sirt1/Il1a/Ap1g1/Unc93b1/Glp1r/Clec9a/Itgam/Atp13a2/Hif1a/Edn1/Lrrk2/Il33/Lrrfip2/Pdcd6ip/Spp1/Il4ra/Serp1/Oga/Rab2b/Sox11/Tnfrsf14/Ptpn11/Tm7sf3/Ano1/Kmo/Gapdh/Il1b/Ifih1/Nr3c1/Avpr1a/Ncs1/Cd276/Exoc1/Pfkfb2/Havcr2/Frmd4a/Hyal2/Cd2/Cd84/Prrt2/Bcl2l1/Igf1/Cd14/Ddx58/Mcu/Prkce/Lilra5/Rab27b/Tlr1/Rgcc/Cacna1d/Osm/Rasgrp1/Dtnbp1/Hc/Aacs/Sec24a/Ankrd1/Inhbb/Vamp8/Exoc2/Oxct1/Arrb1/Tgfb1/Abcg1",124
"GO:0050900","leukocyte migration","97/3451","340/23210",5.84534442438313e-11,1.03128576630188e-08,6.45888583915297e-09,"Thbs1/Serpine1/Ptger4/Ccr1/Ccl3/Icam1/Ch25h/Tlr2/Myd88/Il1f9/Anxa1/Cxcl16/B4galt1/Wnt5a/Mmp14/Ccl17/Adam17/Akirin1/Pawr/Jaml/Ccl2/F2rl1/Retnlg/Wdr1/Cd34/Kit/Cxcl12/Cxcr2/Tnf/Lgals3/Rtn4/Crk/S1pr1/Itga1/S100a9/Mapk3/S100a8/Ptafr/Slit2/P2rx4/Ptpn22/Il17ra/Csf3r/Il1a/Vegfd/Dusp1/Itgam/Edn1/Bdkrb1/Il33/Pla2g7/Spp1/Ccl9/Artn/Cxcl10/Rarres2/Cxcr5/Tnfrsf14/Cx3cl1/Myo1g/Nlrp12/Il1r1/Il1b/Mmp9/Itgb7/Ccl7/Slc12a2/Vav3/Cxcl2/Cmklr1/Cxcl1/Cd99/Pdgfd/Ada/C5ar1/Ccl12/Cd99l2/Add2/Spn/Ednra/Cx3cr1/Itga4/Jam3/Il27ra/Gas6/Ccl25/P2ry12/Ptpro/Cd200r1/Trp53/Thy1/Ednrb/Hc/Gcsam/Dapk2/Cxcl14/Tgfb1",97
"GO:0060562","epithelial tube morphogenesis","105/3451","380/23210",7.60114188784443e-11,1.30380697659554e-08,8.16567113916387e-09,"Adm/Areg/Epha2/Myc/Cc2d2a/Gja1/Bcl10/Ahr/Srf/Ptch1/Etv5/Tacstd2/Wnk4/B4galt1/Hey1/Wnt5a/Fuz/Spry2/Rock2/Tbx2/Mmp14/Sdc4/Ptk7/Foxf1/Dnaaf1/Lmo4/Ift172/Gli2/Abl2/Tbx3/Plxnd1/Wnt2/Tnc/Prkx/Cxcl12/Tgif1/Cxcr2/Tnf/Mgp/Nup50/Hhip/Hoxa5/Tek/Wnt3a/Slit2/Mtss1/Angpt1/Fat4/Notch4/Nrp1/Fgfr2/Dll4/Gna13/Bmp2/Vasp/Robo1/Dvl3/Pkd1/Epha7/Luzp1/Gatad2a/Cd44/Hif1a/Hes1/Ift52/Lrp2/Edn1/Gdnf/Sema4c/St14/Kdr/Cxcl10/Cecr2/Ar/Mef2c/Arl13b/Sox11/Bmp5/Smad3/Foxa2/Acvrl1/Nphp3/Slc12a2/Nr3c1/Dvl1/Rhob/Lama5/Ret/Stk4/Tbx6/Rgma/Ednra/Igf1/Gpc3/Lgr4/Smo/Grhl2/Osr1/Rdh10/Pml/Fgf2/Sfrp2/Wt1/Tgfb1/Fzd2",105
"GO:0034599","cellular response to oxidative stress","81/3451","268/23210",1.03413402366088e-10,1.72588583678539e-08,1.08091277466005e-08,"Thbs1/Atf4/Slc7a11/Gch1/Sesn2/Tnfaip3/Arntl/Srxn1/Hmox1/Mcl1/Nr4a3/Jun/Rela/Nfe2l2/Etv5/Anxa1/Hsph1/Il6/Egfr/Kdm6b/Ripk1/Sphk1/Zc3h12a/Pla2r1/Xbp1/Glrx/Eif2s1/Oser1/Pawr/Pdk2/Cpeb2/Pdk1/Hspb1/Traf2/Prdx1/Tnf/Fos/Crk/Mmp2/Gsr/Mapk3/Tlr4/Chchd4/Trpc6/Sirt1/Nol3/Bcar1/Ddias/Atp13a2/Hif1a/Nqo1/Nr4a2/Lrrk2/Szt2/Adnp2/Msrb3/Tlr6/Sod2/Mmp9/Htra2/Rhob/Mpv17/Bnip3/Ankzf1/Park7/Prkra/Ccs/Mmp3/Pde8a/Trp53/Zfp622/Sod3/Mapk8/Atp2a2/Fyn/Txndc2/Prdx3/Mgat3/Pml/Vnn1/Mapt",81
"GO:0001818","negative regulation of cytokine production","79/3451","259/23210",1.07310299400092e-10,1.7437923652515e-08,1.09212753461479e-08,"Epha2/Thbs1/Tnfaip3/Ptger4/Ffar4/Bcl3/Hmox1/Tlr2/Il1r2/Zfp36/Mmp8/Errfi1/Rel/Abcd2/Anxa1/Il6/Hsp90ab1/Zc3h12a/Fgfr4/Relb/Klf2/Ceacam1/Trib2/F2rl1/Nploc4/Gpnmb/Appl2/Lag3/Cd34/Tnf/Arg2/Ezr/Hfe/Tlr4/Nmi/Angpt1/Ptpn22/Nlrp3/Ndrg2/Sirt1/Bank1/Dhx58/Gbp4/Il33/Tlr6/Sars/Cx3cl1/Nlrp12/Socs5/Adipoq/Cmklr1/Cd276/Havcr2/Cd84/Adcy7/Lrrc32/Tspo/Cx3cr1/Igf1/Il27ra/Gas6/Fbln1/Ptprs/Lilra5/Acp5/Cd200r1/Rgcc/Tia1/Tigit/Lgr4/Vsir/Hdac7/Smad7/Inhbb/Homer2/Pml/Arrb1/Tgfb1/Serpinb1b",79
"GO:0072593","reactive oxygen species metabolic process","85/3451","288/23210",1.38071763768786e-10,2.18550001574601e-08,1.36876659839776e-08,"Ptgs2/Gadd45a/Cdkn1a/Thbs1/Txnrd1/Gch1/Sesn2/Ptger4/Sh3pxd2b/Icam1/Hsp90aa1/Stat3/Birc3/Tlr2/Mmp8/Nfe2l2/Pdk4/Abcd2/Hspd1/Il6/Egfr/Ccn1/Ripk1/Rock2/Zc3h12a/Ier3/Dynll1/P2rx7/Klf2/Pla2r1/Sirt5/Nox4/F2rl1/Cd34/Prdx1/Tnf/Arf4/Birc2/Hdac4/Ptgis/Arg2/Nqo2/Eif6/Pid1/Slc25a33/Pxdn/P2rx4/Tlr4/Tlr5/Sirt1/Itgam/Hif1a/Nqo1/Edn1/Lrrk2/Szt2/Tlr6/Clu/Sod2/Smad3/Il1b/Cycs/Hk2/Cxcl1/Mpv17/Bnip3/Park7/Esr2/Atp2b4/Tspo/Cx3cr1/Igf1/Ccs/Mmp3/Acp5/H2-M3/Trp53/Sod3/Pon3/Fyn/Prdx3/Eif5a/Ddit4/Mapt/Tgfb1",85
"GO:0045860","positive regulation of protein kinase activity","116/3451","438/23210",1.41570851222414e-10,2.18550001574601e-08,1.36876659839776e-08,"Gadd45a/Cdkn1a/Thbs1/Pim1/Hsp90aa1/Ern1/Gadd45g/Ccnyl1/Ddx3x/Gadd45b/Ccnd1/Egr1/Parp16/Hsph1/Fzd5/Map3k14/Wnt5a/Egfr/Hsp90ab1/Map2k3/Ccn1/Ptpn1/Ripk1/Map2k4/Sdc4/Nrg1/Adam17/Map3k8/P2rx7/Adcy8/Nox4/Ceacam1/C1qtnf2/Tab1/Map2k6/Traf2/Kit/Adra1a/Tnf/Tgfbr1/Cdk5r1/Tcim/Itga1/Gdf15/Tom1l1/Wnt3a/Lpar3/Cacul1/Tlr4/Map3k19/Angpt1/Pik3r5/Cab39/Dok7/Sirt1/Cemip/Vldlr/Bmp2/Ghr/Robo1/Spag9/Dvl3/Erbb3/Pkd1/Fgd2/Samd5/Edn1/Lrrk2/Pde5a/Tiam1/Map3k6/Tlr6/Acsl1/Clu/Slc27a1/Ptpn11/Axin1/Mmd/Plce1/Ppp2ca/Map4k1/Ddr2/Il1b/Cass4/Fzd4/Strada/Traf4/Adipoq/Map4k2/Socs1/Pdgfd/Ret/Stk4/Ighm/Atp2b4/Pak6/Axin2/Dusp19/Igf1/Gas6/Higd1a/Lilra5/Tlr1/Nab2/Lrp8/Rgcc/Fgf18/Avpi1/Rasgrp1/Ntf3/Fgf2/Map4k4/Adra2a/Eif2ak2/Arrb1/Tgfb1",116
"GO:2001233","regulation of apoptotic signaling pathway","111/3451","414/23210",1.60010052516566e-10,2.4099074982678e-08,1.50931176622815e-08,"Ptgs2/Atf3/Myc/Tnfrsf12a/Thbs1/Serpine1/Gclc/Tnfaip3/Ddit3/Plaur/Siah2/Hmox1/Icam1/Mcl1/Ptpn2/Rela/Bcl10/Tnfsf10/Nfe2l2/Ddx3x/Cth/Hsph1/Snai2/Mdm2/Dedd2/G0s2/Ptpn1/Ripk1/Ier3/Skil/Gclm/Eef1e1/Xbp1/Steap3/Rtkn2/Mllt11/Sept4/Tnfrsf23/Itgav/Hspb1/Traf2/Cxcl12/Tnf/Lgals3/Nupr1/Tgfbr1/Rffl/S100a9/S100a8/Ackr3/Lmna/Siglec1/Nrp1/Sirt1/Cradd/Nol3/Fbh1/Ddias/Cd44/Hif1a/Nr4a2/Faim2/Fcmr/Lrrk2/Gdnf/Bclaf1/Rrn3/Ar/Clu/Usp47/Rps6kb1/Cx3cl1/Sod2/Smad3/Tfap4/Il1b/Mrtfa/Mmp9/Ing5/Mal/Htra2/Gas1/Snai1/Bmpr1b/Fas/Bnip3/Casp2/Ret/Stk4/Park7/Prkra/Traf1/Hyal2/Bcl2l1/Cx3cr1/Igf1/Rpl11/Plekhf1/Ubb/Higd1a/Trp53/Pmaip1/Osm/March7/Mapk8/Fyn/Inhbb/Dapk2/Pml/Vnn1/Sfrp2",111
"GO:0040013","negative regulation of locomotion","94/3451","332/23210",1.80397833649774e-10,2.65227767330323e-08,1.66110686924629e-08,"Thbs1/Serpine1/Trib1/Meox2/Ptger4/Has1/Ptpn2/Gtpbp4/Stat3/Mmrn2/Nr2f2/Srf/Nfe2l2/Tacstd2/Wnt5a/Fuz/Dach1/Timp1/Nrg1/Angpt2/Ptpn23/Adamts9/Zmynd8/Egfl7/St6gal1/Patz1/Dusp22/Cxcl12/Gnrh1/Tie1/Trim35/Crk/Wnt3a/Slit2/Dnaja4/Epha1/Strap/Col3a1/Nrp1/Dll4/Sema3g/Dusp1/Robo1/Idh2/Rap2c/Sema4c/Il33/Spred1/Mef2c/Sema4f/Igfbp5/Podn/Cx3cl1/Acvrl1/Muc2/Adipoq/Fas/Pik3r2/Dpysl3/Rhob/Robo2/Tbx5/Sulf1/Trim21/Arhgap4/Ada/Slurp1/Ccl12/Hyal2/Cx3cr1/Stc1/Il27ra/Ccl25/Fbln1/Pip5kl1/Cd200r1/Rgcc/Trim25/Arrdc3/Thy1/Hc/Gcsam/Sema3c/Jag1/Ptprm/Mid2/Robo4/Pml/Fgf2/Sfrp2/Sema7a/Arap3/Arhgdib/Tgfb1",94
"GO:0001503","ossification","104/3451","381/23210",2.00267988837282e-10,2.87594146760515e-08,1.80118626924889e-08,"Areg/Ptgs2/Epha2/Noct/Ptger4/Ccr1/Sh3pxd2b/Gja1/Jund/Cebpb/Ahr/Ptch1/Junb/Lrrc17/Hey1/Egr2/Clec5a/Snai2/Lox/Lrp4/Il6/Aspn/Sbno2/Gdf10/Wnt5a/Igsf10/Ccn1/Cebpd/Col1a2/Mmp14/P2rx7/Smad6/Nab1/Suco/P2ry2/Gli2/Id1/Tob1/Sik3/Tnf/Mgp/Calca/Bmp6/Hdac4/S1pr1/Mmp2/Gdpd2/Ifitm1/Mapk3/Mir23a/Wnt3a/Fgf23/Mtss1/Fat4/Lmna/Col1a1/Ifitm5/Smurf1/Fgfr2/Bmp2/Alpl/Hif1a/Tmem64/Spp1/Gli1/Mef2c/Igfbp5/Sox11/Phex/Sort1/Bmp5/Smad3/Ddr2/Trp53inp2/Pex7/Cbfb/Bmpr1b/Scube2/Slc26a2/Cd276/Wnt10b/Atp6v1b1/Axin2/Ltbp3/Atp6v0a4/Igf1/Stc1/Hoxa2/Gpc3/Thbs3/Acp5/Nab2/Fgf18/Lgr4/Smo/Mapk8/Jag1/Thra/Hdac7/Osr1/Fgf2/Sfrp2/Dhrs3/Tgfb1",104
