"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001233","regulation of apoptotic signaling pathway","94/2445","414/23210",3.99126691939548e-13,9.10536618592852e-11,5.59818127084339e-11,"Gclc/Tnfrsf12a/Atf3/Ptgs2/Snai2/Thbs1/Hmox1/Myc/Tnfsf10/G0s2/Plaur/Gclm/Ptpn2/Serpine1/Tnfaip3/Bmp4/Rtkn2/Stk4/Steap3/Ptpn1/Sept4/Bnip3/Faim2/Nrp1/Tnfrsf23/Icam1/Lrrk2/Bcl10/Ddit3/Cxcl12/Pml/Rffl/Nfe2l2/Nol3/Ripk1/Nupr1/Rela/Hyal2/Traf1/Ackr3/Tnf/Mcl1/Plekhf1/Ar/Ing5/Gdnf/Inhbb/Inhba/Cth/Mdm2/Lgals3/Tfap4/S100a8/Usp47/Rpl11/Herpud1/Cx3cl1/Sfrp2/Ddx3x/Traf2/Cd44/Gas1/Itgav/Fas/Snai1/Trp53inp1/Htra2/Mal/Siah2/Ier3/S100a9/Eef1e1/Ctsh/Bclaf1/Mllt11/Adora2a/Hif1a/Bcl2l1/March7/Cx3cr1/Lmna/Casp2/Hgf/Rps6kb1/Sod2/Sirt1/Skil/G2e3/Ptprc/Dedd2/Cradd/Bmpr1b/Rrn3/Tgfbr1",94
"GO:0050678","regulation of epithelial cell proliferation","85/2445","358/23210",4.08515930575058e-13,9.10536618592852e-11,5.59818127084339e-11,"F3/Snai2/Thbs1/Ptch1/Id1/Hoxa5/Hmox1/Myc/Wnt2/Errfi1/Hey1/Apln/Nr2f2/Mtss1/Fgfbp1/Fzd7/Egfl7/Tnfaip3/Acvrl1/Bmp4/Stat3/Tacstd2/Nr4a3/Ednrb/Sox11/Hyal1/Tek/Atoh8/Fgfr2/Gja1/Tgm1/Rreb1/Klf9/Aplnr/Cxcl12/Esr2/Dll4/Efnb2/Adora2b/B4galt1/Gata3/Nupr1/Wnt3a/Zfas1/Ednra/Tnf/Fgfr3/Ar/Bmp6/Fgf7/Wnt10b/Nfib/Stat1/Kdr/Vegfd/Osr1/Fmc1/Sfrp2/Ceacam1/Il6/Egfr/Wnt5a/Ccl12/Bmp5/Gas1/Strap/Gpc3/Fgf2/Nr1d1/Lrg1/Stxbp4/Zfp36/Rgcc/Ccl5/Reg3g/Prkdc/Nr4a1/Smo/Sgpp2/Ift172/Sirt1/Pygo2/Mef2c/Cdh13/Tgfbr1",85
"GO:0050663","cytokine secretion","65/2445","244/23210",1.02638802210126e-12,2.2060011132162e-10,1.35629845777666e-10,"Casp4/Ffar4/Ptger4/Anxa1/Arid5a/Tnfaip3/Il1r2/F2rl1/Optn/Tlr2/Tek/Arg2/Tlr4/Lrrk2/Pml/Abl2/Lrrfip2/Ezr/Rnf19b/Itgb6/Clec4e/Gata3/P2rx7/Angpt1/Hyal2/Gapdh/Mmp8/Tnf/Gbp5/Trim16/Lilra5/Zc3h12a/Mapk3/Ptpn22/Cx3cl1/Nlrp3/Postn/Il6/Cptp/Apoa1/Wnt5a/Tlr5/Tlr6/Lgals9/Clec4n/Clec5a/Il33/Itgav/Card11/Cd14/Cd2/Fn1/Rgcc/Chia1/Ephb6/Unc93b1/Ccl3/Cd274/Hspd1/Cd34/Ifih1/S100a13/Il4ra/Bank1/Lrrc32",65
"GO:0010594","regulation of endothelial cell migration","49/2445","157/23210",1.17977263776998e-12,2.44823163244818e-10,1.50522715853411e-10,"Meox2/Ptgs2/Snai2/Thbs1/Epha2/Hmox1/Anxa1/Nr2f2/Fgfbp1/Acvrl1/Bmp4/Angpt2/Rock2/Srpx2/Tek/Atoh8/Nrp1/Slit2/Dll4/Adora2b/Nfe2l2/Map2k3/Gata3/Efna1/Angpt1/Kdr/Fgf18/Zc3h12a/Ceacam1/Wnt5a/Bcas3/Stc1/Mir218-1/Hdac7/Fgf2/Pik3c2a/Patz1/Klf4/Ccbe1/Rgcc/Hif1a/Ets1/Adamts9/Adgra2/Sirt1/Mmrn2/Spred1/Mef2c/Pik3r2",49
"GO:0072593","reactive oxygen species metabolic process","72/2445","288/23210",1.83977995417596e-12,3.69059858807697e-10,2.26906194348368e-10,"Txnrd1/Ptgs2/Klf2/Thbs1/Sh3pxd2b/Birc3/Hk2/Ptger4/Cdkn1a/Pdk4/Gadd45a/Sesn2/Gch1/Edn1/Stat3/Abcd2/F2rl1/Slc25a33/Rock2/Tlr2/Nqo1/Arg2/Bnip3/Sirt5/Nqo2/Tlr4/Pxdn/Icam1/Lrrk2/Esr2/Nfe2l2/Pid1/Ripk1/P2rx7/Prdx1/Pdgfrb/Hba-a1/Mapt/Hsp90aa1/Mmp8/Tnf/Pla2r1/Ccn2/Nox4/Zc3h12a/Sod3/Cycs/Klrk1/Mmp3/Il6/Egfr/Snca/Prdx6/Tlr5/Tlr6/Ier3/Mpv17/Klf4/Hif1a/Hdac4/Cx3cr1/Cxcl1/Ddah1/Fbln5/Hspd1/Sod2/Sirt1/Cd34/Ddit4/Cybb/Apoa4/Eif6",72
"GO:0050708","regulation of protein secretion","104/2445","490/23210",1.99698036423469e-12,3.79334957178296e-10,2.33223552934479e-10,"Casp4/Ffar4/Adrb1/Ptger4/Anxa1/Arid5a/Glp1r/Tnfaip3/Il1r2/F2rl1/Tlr2/Tek/Arg2/Gja1/Tlr4/Rsad2/Cyp51/Lrrk2/Cacna1d/Frmd4a/Pml/Abl2/Lrrfip2/Rhbdf2/Ezr/Clec4e/Vsnl1/Prkcq/Gata3/Hmgcr/P2rx7/Angpt1/Irs2/G6pc2/Hyal2/Gapdh/Pfkfb2/Mmp8/Tnf/Ankrd1/Adcy8/Inhbb/Arrb1/Trim16/Lilra5/Sox4/Zc3h12a/Mapk3/Ptpn22/Ptpn11/Hadh/Cx3cl1/Mcu/Nlrp3/Myh10/Ceacam1/Postn/Il6/Egfr/Cptp/Apoa1/Wnt5a/Tlr5/Tlr6/Lgals9/Arf6/Traf2/Pde3b/Clec4n/Lepr/Clec5a/Il33/Cd14/Piwil4/Tiam1/Nr1d1/Tm7sf3/Stxbp4/Adra2a/Atp13a2/Cd2/Fn1/Adora2a/Rgcc/Hif1a/Hcar2/Foxa2/Ccl5/Chia1/Unc93b1/Ccl3/Cd274/Hspd1/Sec24a/Sirt1/Cd34/Ifih1/Cpt1a/Il4ra/Cd22/Bank1/Aacs/Cftr/Lrrc32",104
"GO:0001818","negative regulation of cytokine production","67/2445","259/23210",2.01706856591982e-12,3.79334957178296e-10,2.33223552934479e-10,"Fgfr4/Klf2/Ffar4/Thbs1/Epha2/Hmox1/Ptger4/Anxa1/Relb/Bcl3/Errfi1/Tnfaip3/Abcd2/Il1r2/F2rl1/Tlr2/Arg2/Tlr4/Smad7/Pml/Ezr/Gata3/Angpt1/Tigit/Mmp8/Tnf/Inhbb/Arrb1/Cmklr1/Nploc4/Hsp90ab1/Rel/Appl2/Lilra5/Nmi/Il20rb/Zc3h12a/Trib2/Sars/Ptpn22/Cx3cl1/Nlrp3/Ceacam1/Il6/Cptp/Apoa1/Sh2d1b1/Tlr6/Lgals9/Hfe/Il33/Hdac7/Zfp36/Fn1/Klf4/Rgcc/Cx3cr1/Hgf/Lag3/Cd274/Gbp4/Sirt1/Cd34/Ptprc/Bank1/Socs5/Lrrc32",67
"GO:0010632","regulation of epithelial cell migration","61/2445","225/23210",2.24001536245035e-12,4.08497347006855e-10,2.5115323760807e-10,"Meox2/Ptgs2/Snai2/Thbs1/Epha2/Hmox1/Anxa1/Hbegf/Nr2f2/Fgfbp1/Serpine1/Acvrl1/Bmp4/Angpt2/Tacstd2/Rock2/Srpx2/Hyal1/Tek/Atoh8/Nrp1/Rreb1/Slit2/Dll4/Adora2b/Nfe2l2/Map2k3/Gata3/Efna1/Angpt1/Fgf7/Kdr/Fgf18/Zc3h12a/Ceacam1/Wnt5a/Bcas3/Arf6/Stc1/Strap/Mir218-1/Hdac7/Fgf2/Pik3c2a/Iqsec1/Patz1/Ctsh/Ppm1f/Klf4/Ccbe1/Rgcc/Hif1a/Ets1/Adamts9/Adgra2/Sirt1/Mmrn2/Spred1/Mef2c/Evl/Pik3r2",61
"GO:0072001","renal system development","74/2445","302/23210",2.62343570045218e-12,4.56743122433145e-10,2.80815811399574e-10,"Smad6/Tcf21/Ptch1/Zbtb16/Myc/Hey1/Mtss1/Bmp4/Angpt2/Tacstd2/Gli2/Foxf1/Tek/Invs/Fgfr2/Lrp4/Arg2/Smad9/Tiparp/Nrp1/Prkx/Smad7/Itga8/Lrrk2/Slit2/Efnb2/Pygo1/Gata3/Angpt1/Pdgfrb/Irx3/Ednra/Jag1/Epha4/Bmp6/Gdnf/Aqp11/Jmjd6/Stat1/Sox4/Osr1/Ahr/Basp1/Sox17/Hspb11/Wnt5a/Robo2/Nfia/Cd44/Lama5/Ptpro/Gpc3/Fgf2/Ptcd2/Prom1/Wnk4/Arid5b/Mpv17/Pdgfd/Lif/Rdh10/Spry1/Smo/Fat4/Gcnt4/Klf15/Fras1/Pygo2/Plce1/Mef2c/Cxcr2/Odc1/Vcan/Tgfbr1",74
"GO:0071900","regulation of protein serine/threonine kinase activity","94/2445","427/23210",2.65636578350948e-12,4.56743122433145e-10,2.80815811399574e-10,"Map3k6/Thbs1/Map2k6/Dusp16/Cdkn1a/Gadd45a/Sesn2/Dusp8/Parp16/Nr2f2/Gadd45g/Trib1/Tnfaip3/Edn1/Bmp4/Samd5/C1qtnf2/Ptpn1/Gtpbp4/Ccnb2/Tlr4/Kit/Ccnl1/Lrrk2/Irgm2/Ppp2ca/Map2k3/Ripk1/Hmgcr/P2rx7/Hyal2/Pdgfrb/Gadd45b/Ern1/Ghr/Itga1/Tnf/Ccnyl1/Epha4/Arrb1/Hsp90ab1/Tcim/Tfap4/Cdkn2c/Fgf18/Dtnbp1/Trib3/Tab1/Nox4/Trib2/Ltf/Ptpn22/Ptpn11/Pim1/Sfrp2/Uchl1/Ceacam1/Ddx3x/Pde5a/Spry2/Egfr/Snca/Gdf15/Wnt5a/Adam8/Tlr6/Rgs2/Heg1/Traf2/Cxcl17/Map4k2/Fgf2/Cab39/Tiam1/Dusp19/Fzd4/Adra2a/Mlkl/Hexim1/Pdgfd/Thy1/Rgcc/Lpar3/Map2k4/Hgf/Fgd2/Spry1/Sirt1/Spred1/Ptprc/Plce1/Cdk12/Tgfbr1/Dvl3",94
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","55/2445","193/23210",3.10500069935838e-12,5.1905261690941e-10,3.19125071878501e-10,"Tnfrsf19/Relb/Bcl3/Tnfsf10/Tnip3/Tnfaip3/Sqstm1/Nfkbia/F2rl1/Optn/Rock2/Tlr2/Il1f9/Tnip1/Tlr4/Saa3/Ddx21/Bcl10/Abl2/Tnip2/Ripk1/Tifab/Per1/Angpt1/Myd88/Rela/Tnf/Cth/Traf5/Stat1/Rel/Zc3h12a/Ltf/Cx3cl1/Malt1/Wnt5a/Tank/Tlr6/Trim25/Traf2/S100a4/Clec4n/Card6/Card11/Alpk1/Map3k14/Nr1d1/Ankrd17/Jmjd8/Cx3cr1/Fasl/Sirt1/S100a13/Mid2/Irf1",55
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","49/2445","161/23210",3.34274495355749e-12,5.43692949473215e-10,3.34274495355749e-10,"Gclc/Tnfrsf12a/Atf3/Snai2/Thbs1/Hmox1/Tnfsf10/G0s2/Gclm/Serpine1/Tnfaip3/Bmp4/Stk4/Faim2/Nrp1/Tnfrsf23/Icam1/Bcl10/Pml/Rffl/Nol3/Ripk1/Rela/Hyal2/Traf1/Tnf/Mcl1/Ar/Gdnf/Inhba/Lgals3/Cx3cl1/Sfrp2/Traf2/Gas1/Itgav/Htra2/Mal/Siah2/Bcl2l1/Cx3cr1/Lmna/Hgf/Rps6kb1/Skil/Ptprc/Dedd2/Bmpr1b/Tgfbr1",49
"GO:0045862","positive regulation of proteolysis","78/2445","328/23210",3.46194439735089e-12,5.48262667980465e-10,3.3708405974206e-10,"F3/Plk3/Gclc/Casp4/Fgfr4/Hspa1a/Myc/Tnfsf10/Trib1/Stat3/Rock2/Tnip1/Ecscr/Rnf19a/Rnf144a/Smad7/Lrrk2/Bcl10/Pml/Ppp2ca/Rnf19b/Efna1/Nupr1/Picalm/Wnt3a/Tnf/Prickle1/Epha4/Arrb1/Mdm2/Antxr1/Arih2/Plgrkt/Smurf1/Fuz/Stat1/Tfap4/S100a8/Trib3/Ccn2/Rgma/Zc3h12a/Trib2/Mapk3/Cycs/Herpud1/Sfrp2/Nlrp3/Ddx3x/Malt1/Fbxw11/Snca/Arih1/Tank/Adam8/Zfand2a/Rnf144b/Il33/Fas/Myh9/Htra2/Fam122a/S100a9/Dnajb2/Hspa8/Ctsh/Ppm1f/Adra2a/Ccbe1/Vcp/Senp1/Fasl/Hspd1/Sirt1/Pawr/Cradd/Socs5/Cln6",78
"GO:0002040","sprouting angiogenesis","40/2445","116/23210",4.01648504427748e-12,6.19774538370818e-10,3.81051145226326e-10,"Meox2/Clec14a/Ptgs2/Klf2/Thbs1/Epha2/Hmox1/Anxa1/Fgfbp1/Bmp4/Ramp2/Srpx2/Tek/Nrp1/Aplnr/Rnf213/Slit2/Dll4/Efnb2/Angpt1/Srf/Pik3r3/Jmjd6/Kdr/Vegfd/Sema6a/Ceacam1/Itga5/Hdac7/Fgf2/Pik3c2a/Jmjd8/Klf4/Nr4a1/Adamts9/Adgra2/Mmrn2/Spred1/Cdh13/Pik3r2",40
"GO:0030217","T cell differentiation","68/2445","269/23210",4.37423077364423e-12,6.58103019894774e-10,4.04616346562091e-10,"Hlx/Zbtb16/Ptger4/Anxa1/Relb/Bcl3/Ptpn2/Gadd45g/Fzd7/Bmp4/Stat3/Clec4d/Rsad2/Kit/Smad7/Dll4/Abl2/Zeb1/Clec4e/Gata3/Il15/Srf/Hsp90aa1/Lfng/Jmjd6/Sox4/Tnfsf9/Zc3h12a/Gimap1/Ptpn22/Nlrp3/Il6/Malt1/Tmem98/Slamf6/Batf/Adam8/Lgals9/Fcer1g/Cd44/Spn/Lepr/Fas/Fgl2/Cd8a/Card11/Il7r/Il2rg/Adrm1/Ada/Patz1/Txk/Mpzl2/Shb/Prkdc/Nfkbiz/Itpkb/Satb1/Lag3/Myb/Zfp36l2/Ptprc/Ccr2/Il4ra/H2-Oa/Bcl11a/Socs5/Irf1",68
"GO:0097191","extrinsic apoptotic signaling pathway","61/2445","229/23210",5.09236706683154e-12,7.40299351655543e-10,4.5515247609264e-10,"Gclc/Tnfrsf12a/Atf3/Snai2/Thbs1/Hmox1/Krt8/Tnfsf10/G0s2/Gclm/Krt18/Serpine1/Tnfaip3/Bmp4/Stk4/Rock2/Faim2/Nrp1/Tnfrsf23/Icam1/Bcl10/Pml/Rffl/Nol3/Ripk1/P2rx7/Rela/Hyal2/Traf1/Tnf/Mcl1/Fgfr3/Ar/Gdnf/Inhba/Tnfrsf10b/Lgals3/Cx3cl1/Sfrp2/Ddx3x/Traf2/Gas1/Il33/Itgav/Fas/Htra2/Mal/Siah2/Mllt11/Bcl2l1/Cx3cr1/Lmna/Casp2/Hgf/Rps6kb1/Fasl/Skil/Ptprc/Dedd2/Bmpr1b/Tgfbr1",61
"GO:0002831","regulation of response to biotic stimulus","46/2445","147/23210",5.1665956745651e-12,7.40299351655543e-10,4.5515247609264e-10,"Pvr/Trib1/Tnfaip3/F2rl1/Optn/Tlr2/Arg2/Pml/Treml4/Il15/Cxcl5/Trim15/Bmp6/Nploc4/Stat1/Zc3h12a/Mapk3/Ltf/Ptpn22/Cx3cl1/Klrk1/Ceacam1/Parp9/Lgals9/Spn/Fgl2/Ly86/Cd37/Ankrd17/Ccl5/Cxcl1/Nectin2/Tbk1/Mill2/Cd180/Cd274/Hspd1/Rnf26/Ddx60/Gbp4/Apobec3/Cgas/Muc4/Tspan6/Klre1/Tmem173",46
"GO:0060537","muscle tissue development","100/2445","472/23210",5.95210824987739e-12,8.33018312738654e-10,5.12158151733636e-10,"Meox2/Tbx3/Rcan1/Atf3/Hlx/Maff/Gata5/Adra1a/Tcf21/Adrb1/Tbx2/Myc/Mylk/Wnt2/Hey1/Nr2f2/Lox/Fzd7/Nrg1/Edn1/Bmp4/Zfand5/Meis1/Sox11/Fgfr2/Hey2/Ppargc1a/Gja1/Tiparp/Smad7/Itga8/Dll4/Hivep3/Efnb2/Cfl2/Ripk1/Ccm2l/Kcnk2/Nupr1/Hmgcr/Angpt1/Pdlim5/Pdgfrb/Wnt3a/Boc/Klf5/Srf/Acta1/Ankrd1/Kdm6b/Wnt10b/Ctdp1/Mir143/Tbx5/Lrp2/Bcl9/Pgm5/Akirin1/Nox4/Osr1/Ahr/Sox17/Asb2/Pim1/Myh10/Cdon/Wnt5a/Ppp1r13l/Rgs2/Heg1/Bmp5/Fhl2/Egr2/Hdac7/Fgf2/Ptcd2/Mybpc3/Homer1/Scx/Popdc2/Hdac4/Cacybp/Lmna/Map2k4/Sema3c/Mir669a-3/Rps6kb1/Camk2d/Nr4a1/Adamts9/Smo/Slc8a1/S1pr1/Sirt1/Skil/Dsp/Mef2c/Nr3c1/Mettl8/Tgfbr1",100
"GO:0045766","positive regulation of angiogenesis","53/2445","185/23210",6.1230749794632e-12,8.3746966423658e-10,5.1489494145486e-10,"F3/Ptgs2/Thbs1/Hk2/Hmox1/Anxa1/Adm/Fgfbp1/Serpine1/Acvrl1/Stat3/Angpt2/Ramp2/Srpx2/Hyal1/Tek/Sphk1/Nrp1/Aplnr/Mir27a/Nfe2l2/Tie1/Lgals3/Kdr/Fgf18/Mir23a/Zc3h12a/Vegfd/Cx3cl1/Sfrp2/Wnt5a/Itga5/Hdac7/Fgf2/Pik3c2a/Lrg1/Ctsh/Jmjd8/Klf4/Ccbe1/Hif1a/Ccl5/Cx3cr1/Ets1/Ddah1/Hgf/Cysltr1/Mir24-2/Sirt1/Cd34/Cybb/Cxcr2/Epha1",53
"GO:0001933","negative regulation of protein phosphorylation","90/2445","408/23210",6.89019005803881e-12,9.21448083761723e-10,5.66526738105413e-10,"Smad6/Atf3/Dusp16/Cdkn1a/Gadd45a/Errfi1/Dusp8/Ptpn2/Nr2f2/Gadd45g/Trib1/Tnfaip3/Bmp4/Socs3/F2rl1/Ptpn1/Tnip1/Gfra2/Ppargc1a/Tlr4/Smad7/Lrrk2/Slit2/Ppp2ca/Pid1/Prkrip1/Ezr/Efna1/Per1/Ggnbp2/Hmgcr/P2rx7/Angpt1/Hyal2/Gadd45b/Ranbp9/Bdkrb1/Arrb1/Taf7/Tfap4/Cdkn2c/Smcr8/Dtnbp1/Trib3/Zc3h12a/Sema6a/Ptpn22/Sfrp2/Uchl1/Ceacam1/Il6/Eif3a/Spry2/Snca/Sh2d1b1/Rgs2/Heg1/Strap/Ppp1r15b/Cep85/Cblb/Ctdspl/Sh3bp5/Dusp19/Ppm1f/Gpd1l/Pip5kl1/Hexim1/Adora2a/Thy1/Klf4/Pwp1/Shb/Lif/Prkdc/Rnf149/Hgf/Ppp1r15a/Spry1/Fgfr1op/Gbp4/Sirt1/Hspa4/Spred1/Ptprc/Ddit4/Pik3r2/Epha1/Socs5/Irf1",90
"GO:0003018","vascular process in circulatory system","56/2445","203/23210",8.30899235976411e-12,1.08703295697957e-09,6.6833199415494e-10,"Smad6/Gclc/Ptgs2/Adra1a/Adrb1/Atp1a2/Apln/Gclm/Npy1r/Adm/Gch1/Edn1/Ramp2/F2rl1/Ednrb/Rock2/Gja1/Icam1/Slit2/Esr2/Gucy1a1/Adora2b/Hmgcr/Angpt1/C2cd4b/Ednra/Itga1/Tnf/Dock4/Adrb3/Bmp6/Kdr/P2ry2/Ahr/Cx3cl1/Ceacam1/Pde5a/Egfr/Ptp4a3/Rgs2/Calca/Adra2a/Avpr1b/Nts/Adora2a/Hif1a/Ddah1/Cysltr1/Slc8a1/Sod2/Sirt1/Arhgap42/Nr3c1/Cxcr2/Pde3a/Cftr",56
"GO:0043534","blood vessel endothelial cell migration","39/2445","114/23210",9.83839288285982e-12,1.25973294402235e-09,7.74511780140028e-10,"Meox2/Clec14a/Ptgs2/Thbs1/Epha2/Hmox1/Anxa1/Fgfbp1/Acvrl1/Angpt2/Srpx2/Nrp1/Slit2/Dll4/Efnb2/Nfe2l2/Map2k3/Efna1/Angpt1/Srf/Pik3r3/Kdr/Fgf18/Apoa1/Adam8/Myh9/Hdac7/Fgf2/Pik3c2a/Klf4/Rgcc/Hif1a/Ets1/Nr4a1/Sirt1/Mmrn2/Spred1/Mef2c/Pik3r2",39
"GO:0003007","heart morphogenesis","69/2445","280/23210",1.08055463006201e-11,1.35474536744025e-09,8.32927527339466e-10,"Tmem100/Smad6/Tbx3/Snai2/Gata5/Thbs1/Ptch1/Tbx2/Wnt2/Hey1/Npy1r/Acvrl1/Bmp4/Sox11/Foxf1/Tek/Fgfr2/Hey2/Gja1/Plxnd1/Axin2/Nrp1/Smad7/Slit2/Dll4/Gata3/Ccm2l/Efna1/Angpt1/Wnt3a/Srf/Ankrd1/Jag1/Dhrs3/Mdm2/Tbx5/Lrp2/Sox4/Tab1/Ahr/Sox17/Mir19a/Pim1/Sfrp2/Slit3/Wnt5a/Ppp1r13l/Robo2/Heg1/Bmp5/Fhl2/Snai1/Ptcd2/Mybpc3/Hif1a/Erg/Sema3c/Smo/Slc8a1/Fat4/Ift172/S1pr1/Dsp/Mef2c/Arl13b/Rbm15/Tgfbr1/Dvl3/Mir20a",69
"GO:1903037","regulation of leukocyte cell-cell adhesion","70/2445","287/23210",1.27897399567216e-11,1.54908380787189e-09,9.52411114843138e-10,"Hlx/Gnrh1/Zbtb16/Anxa1/Ptpn2/Bmp4/Nr4a3/Arg2/Icam1/Smad7/Bcl10/Cxcl12/Efnb2/Prkcq/Gata3/Il15/Tigit/Rela/Sdc4/Hsp90aa1/Tnf/Lgals3/Il20rb/Tnfsf9/Zc3h12a/Slc4a1/Cd80/Ptpn22/Cebpb/Nlrp3/Ceacam1/Il6/Pde5a/Malt1/Adam8/Lgals9/Hfe/Cd44/Spn/Fgl2/Card11/Il7r/Il2rg/Cblb/Ada/Btla/Adora2a/Thy1/Zc3h12d/Klf4/Ccl25/March7/Ccl5/Shb/Ephb6/Ets1/Nfkbiz/Itpkb/Lag3/Cd274/Myb/Hspd1/Ptprc/Pawr/Ccr2/Il4ra/Dpp4/Socs5/Irf1/Lrrc32",70
"GO:0001822","kidney development","69/2445","281/23210",1.28704204708532e-11,1.54908380787189e-09,9.52411114843138e-10,"Smad6/Tcf21/Ptch1/Zbtb16/Myc/Hey1/Mtss1/Bmp4/Angpt2/Tacstd2/Gli2/Tek/Invs/Fgfr2/Lrp4/Arg2/Smad9/Tiparp/Nrp1/Prkx/Smad7/Itga8/Lrrk2/Slit2/Efnb2/Pygo1/Gata3/Angpt1/Pdgfrb/Irx3/Ednra/Jag1/Epha4/Bmp6/Gdnf/Aqp11/Jmjd6/Sox4/Osr1/Ahr/Basp1/Hspb11/Robo2/Cd44/Lama5/Ptpro/Gpc3/Fgf2/Ptcd2/Prom1/Wnk4/Arid5b/Mpv17/Pdgfd/Lif/Rdh10/Spry1/Smo/Fat4/Gcnt4/Klf15/Fras1/Pygo2/Plce1/Mef2c/Cxcr2/Odc1/Vcan/Tgfbr1",69
"GO:0033002","muscle cell proliferation","61/2445","234/23210",1.37217242059292e-11,1.61916345629965e-09,9.95497638469375e-10,"Ptgs2/Thbs1/Tbx2/Hmox1/Myc/Cdkn1a/Wnt2/Apln/Hbegf/Trib1/Tnfaip3/Edn1/Bmp4/Stat3/Nr4a3/Meis1/Fgfr2/Hey2/Ppargc1a/Gja1/Nqo2/Esr2/Nol3/Calcrl/Ripk1/Kcnk2/Hmgcr/Il15/Angpt1/Myd88/Pdgfrb/Hpgd/Ednra/Ern1/Tnf/Mdm2/Mir143/Tbx5/Stat1/Akirin1/Cx3cl1/Pim1/Il6/Egfr/Vipr2/Fgf2/Pdgfd/Klf4/Hif1a/Hdac4/Nampt/Ccl5/Prkdc/Rps6kb1/Camk2d/Sod2/S1pr1/Sirt1/Mef2c/Cdh13/Tgfbr1",61
"GO:0002697","regulation of immune effector process","91/2445","420/23210",1.49146273444645e-11,1.72608129536514e-09,1.06123309950997e-09,"Clec2d/Hlx/Hmox1/Anxa1/Pvr/Arid5a/Clec12b/Tnfaip3/H2-T24/Nr4a3/F2rl1/Foxf1/Tlr2/Tek/Tril/Tlr4/Rsad2/Smad7/Ddx21/Pml/Adora2b/Treml4/Gata3/Il15/P2rx7/Angpt1/Cxcl5/Tnf/Trim15/Nploc4/Lgals3/Klrb1b/Stat1/Appl2/Il20rb/H2-T10/Mir181b-1/Zc3h12a/Mapk3/Ptpn22/Klrk1/Nlrp3/Ceacam1/Il6/Parp9/Malt1/Slamf6/Apoa1/Wnt5a/Sh2d1b1/Lgals9/Fcer1g/Traf2/Hfe/Spn/Il33/Fgl2/Il7r/Cd37/Ankrd17/Hspa8/Ccl5/Shb/Prkdc/Cxcl1/Nectin2/Nfkbiz/Lag3/Mill2/Crk/Myb/Hspd1/Rnf26/Ddx60/Gbp4/Apobec3/Fcer2a/Ptprc/Ccr2/Il4ra/Cd22/Cgas/Dpp4/Muc4/Tspan6/Klre1/Socs5/Irf1/Il18rap/Tap1/Tmem173",91
"GO:0022407","regulation of cell-cell adhesion","87/2445","395/23210",1.67984524316291e-11,1.90741673082158e-09,1.17272215088731e-09,"Hlx/Snai2/Gnrh1/Zbtb16/Anxa1/Ptpn2/Tnfaip3/Bmp4/Nr4a3/Gtpbp4/Arg2/Icam1/Smad7/Bcl10/Cxcl12/Efnb2/Abl2/Prkcq/Gata3/Ccm2l/Il15/Tigit/Rela/Wnt3a/Sdc4/Hsp90aa1/Tnf/Jag1/Bmp6/Lgals3/Il20rb/Tnfsf9/Zc3h12a/Slc4a1/Cd80/Ptpn22/Cebpb/Cx3cl1/Nlrp3/Ceacam1/Il6/Pde5a/Malt1/Apoa1/Wnt5a/Adam8/Lgals9/Hfe/Cd44/Spn/Fgl2/Myo10/Card11/Il7r/Il2rg/Cblb/Ada/Btla/Ppm1f/Adora2a/Thy1/Zc3h12d/Klf4/Rgcc/Ccl25/March7/Ccl5/Shb/Ephb6/Ets1/Adam19/Nfkbiz/Itpkb/Lag3/Cd274/Myb/Hspd1/Gcnt2/Ptprc/Pawr/Ccr2/Il4ra/Dpp4/Muc4/Socs5/Irf1/Lrrc32",87
"GO:0046631","alpha-beta T cell activation","47/2445","157/23210",1.75320917291818e-11,1.95385422270771e-09,1.20127295181431e-09,"Hlx/Zbtb16/Ptger4/Anxa1/Relb/Bcl3/Gadd45g/Stat3/Arg2/Rsad2/Smad7/Abl2/Prkcq/Gata3/Il15/Zc3h12a/Cd80/Ptpn22/Cebpb/Nlrp3/Ceacam1/Il6/Malt1/Tmem98/Slamf6/Batf/Lgals9/Hfe/Cd44/Spn/Il2rg/Cblb/Ada/Btla/Txk/Adora2a/Shb/Nfkbiz/Itpkb/Satb1/Cd274/Myb/Ptprc/Ccr2/Il4ra/Socs5/Irf1",47
